-- Hindi --
बैकपैक = "बैकपैक"
BACKPACK_DESC = string.Empty
CLOTHBOX = "एयरड्रॉप"
CLOTHBOX_DESC = string.Empty
लकड़ी = "लकड़ी"
WOOD_DESC = "सामग्री के रूप में उपयोग किया जा सकता है।"
धातु = "धातु"
METAL_DESC = "सामग्री के रूप में उपयोग किया जा सकता है।"
पत्थर = "पत्थर"
STONE_DESC = "का उपयोग सामग्री के रूप में किया जा सकता है।"
कपड़ा = "कपड़ा"
CLOTH_DESC = "का उपयोग सामग्री के रूप में किया जा सकता है।"
C_BANDAGES = "पट्टियाँ"
C_BANDAGES_DESC = "यह एक रक्तस्राव \ n को रोकें।"
ANTIBIOTICS = "एंटीबायोटिक्स"
ANTIBIOTICS_DESC = "इसे एक संक्रमण के लिए \ n रोकें"।
PAINKILLERS = "दर्द निवारक"
PAINKILLERS_DESC = "इसे to \ nstop दर्द समझें।"
MEDPACK = "मेडी पैक"
MEDPACK_DESC = "इसे पुनः प्राप्त करने के लिए \ nhealth का उपयोग करें। इसके अलावा \ nbleeding और दर्द को रोकता है।"
KEVLARVEST = "बैलिस्टिक वेस्ट"
KEVLARVEST_DESC = "आपके शरीर को हाईपर कवच प्रदान करना।"
C_SCRAPVEST = "लकड़ी कवच"
C_SCRAPVEST_DESC = "आपके शरीर को \ nprotect करने के लिए तैयार किया गया कवच।"
C_METALVEST = "धातु कवच"
C_METALVEST_DESC = "आपके शरीर को \ nprotect करने के लिए तैयार किया गया कवच।"
C_LEATHERVEST = "चमड़ा कवच"
C_LEATHERVEST_DESC = "आपके शरीर को \ nprotect करने के लिए तैयार किया गया कवच।"
अभिभावक = "अभिभावक बनियान"
GUARDIANVEST_DESC = "आपके शरीर को हाईपर कवच प्रदान करना।"
SNEAKERS = "स्नीकर्स"
SNEAKERS_DESC = "आप हवा को तेज और तेज़ चलाते हैं।"
C_SHOES = "रैग शूज़"
C_SHOES_DESC = "अपनी \ n गति को बढ़ाएं।"
ARMYCAP = "सेना कैप"
ARMYCAP_DESC = string.Empty
WOOLCAP = "वूल हैट"
WOOLCAP_DESC = string.Empty
PIRATECAP = "समुद्री डाकू कैप"
PIRATECAP_DESC = string.Empty
बन्नेयार = "बनी"
BUNNYEARS_DESC = "ये आपको \ nfeel बनाते हैं जैसे कि आप \ Nrun तेज़"
BASEBALLCAP = "बेसबॉल कैप"
BASEBALLCAP_DESC = string.Empty
सन्तत = "सांता की टोपी"
SANTAHAT_DESC = "हो हो होल्ड \ nयूर हैंड्स अप!"
COWBOYHAT = "काउबॉय हैट"
COWBOYHAT_DESC = "हाउडी पार्टनर!"
रस्साकैप = "Flappy Ears Hat"
रस्साकैप_डेस्क = स्ट्रिंग। खाली
TOPHAT = "टॉप हैट"
TOPHAT_DESC = "आप साहब, कमाल दिख रहे हैं!"
BEANIECAP = "बेनी कैप"
BEANIECAP_DESC = string.Empty
सड़क = "रोड कोन"
ROADCONE_DESC = "यह \ Nan उत्तम टोपी बना देगा।"
BUCKET = "बाल्टी हेलमेट"
BUCKET_DESC = "आप \ Nscrap नाइट हैं।"
BIKERHELMET = "बाइकर हेलमेट"
BIKERHELMET_DESC = "यार, कहाँ \ Nmy बाइक है?"
HORSEHEAD = "हॉर्स मास्क"
HORSEHEAD_DESC = string.Empty
स्वर्ण = "सोने की डली"
GOLD_DESC = "केवल एक ही मुद्रा बचे \ n शॉन टी * फैन को हिट करती है।"
CONDITION_FREEZING = "बर्फ़ीली \ n \ _ कुछ कपड़ों पर एक कैम्प फायर या \ n को रोकें। \ n \ n क्रेडिट्स ऊर्जा"
CONDITION_BLEEDING = "ब्लीडिंग \ n \ n कुछ पट्टियाँ काटें \ n और उनका उपभोग करें। \ n \ n \ n हेडलाइट्स"
CONDITION_RADIATION = "विकिरण \ n \ n \ n \ _ \ _ \ _ \ _ \ _ \ _ \ _ \ _ \ _ \ _ \ _ \ _ \ _ \ _ \ _" की वजह से \ n "
CONDITION_INFECTION = "संक्रमण \ n \ n कुछ एंटीबायोटिक्स \ n संक्रमण को ठीक करता है। \ n \ n रोग ठीक हो जाता है"
CONDITION_STARVATION = "भुखमरी \ n \ n अपने भोजन को अपने पेट को \ n करने के लिए कुछ खाना दें। \ n \ n संतति स्वास्थ्य"
CONDITION_PAIN = "दर्द \ n \ n दर्द निवारक को दर्द को कम करने के लिए। \ n \ n \ n दर्द"
PLAYERCOUNT = "ऑनलाइन बचे"
स्वर्ण = "स्वर्ण"
खरीदें = "खरीदें"
बेचने = "बेच"
मरम्मत = "मरम्मत"
MAP_NAMES = "A: गृहनगर \ n: गैस्टाउन \ n: टर्मिनस \ n: वेनोर \ n: फोर्ट बेनिंग \ n: कचरा स्टेशन \ n: तल्हासी \ n: रिवरसाइड \ n: गैस खेत \ n: पावर प्लांट \ n: अलेक्जेंड्रिया \ n: क्षेत्र ४२ \ n: मेडिसन \ n: घाटी \ n: जेल "
MISSION_LOCATION_1 = "होमटाउन"
MISSION_LOCATION_2 = "गैस्टाउन"
MISSION_LOCATION_3 = "टर्मिनस"
MISSION_LOCATION_4 = "वेनोर"
MISSION_LOCATION_5 = "फोर्ट बेनिंग"
MISSION_LOCATION_6 = "कचरा स्टेशन"
MISSION_LOCATION_7 = "तल्हासी"
MISSION_LOCATION_8 = "रिवरसाइड"
MISSION_LOCATION_9 = "गैस Ranch"
MISSION_LOCATION_10 = "पावर प्लांट"
MISSION_LOCATION_11 = "हवाई अड्डा"
MISSION_LOCATION_12 = "अलेक्जेंड्रिया"
MISSION_LOCATION_13 = "क्षेत्र 42"
MISSION_LOCATION_14 = "घाटी"
MISSION_LOCATION_15 = "जेल"
MENU_CREDITS = "गेम: द्वारा: गेब्रियल मॉर्गनस्टर्न, कला द्वारा: एलेक्स लस्ट, निकल्स हॉलिन, एवगेनी ल्यापिन, एड्रियानो डी रेजिनो, थॉमस ग्रुएनबर्ग \ n विशेष रूप से धन्यवाद: क्रिस्टीन एन।, एलेक्स एच।, जोर्न जे।, माकी एल।, एंड्रिया एस। और सभी अल्फा / बीटा परीक्षक! "
© 2020 गिटहब, इंक।

-- Romanized Hindi --

